0x72e99fbd6c94829d730a9eceb1bdbb59e119031b,4.67869718311
0x856065d19664607b5c6a28c3670df62d195a4872,0.705635138226
0x961ca3bae9693f2ee1a1c3634975657010cd415a,3.45536950003
0x0B4E82f84CcC40Dd5920602ef01E75692032195f,1
0x1a068ec336d17751c8dd08813eab6c782acff069,3.27172214999
0x40fa3961ec596af60c378702005aba8dd3b7c1d5,9.36599156733
0x89F1241B6d0935695d024Ee628941eB268725778,1.0
0xcc24aafd823086d8fac655d0d55ff10def8f3047,6.56316798823
0xacaa428f53260e15b4abe5b5b0383be739a75cb8,5.10644911823
0x5ff27148dc1c48f76dc6909c51fad322b7080a07,3.18911449364
